Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.48078879714012146,0.5190950632095337,0.7697368264198303,0.7566137313842773
2,0.3903355896472931,0.49089035391807556,0.8223684430122375,0.7989417910575867
3,0.3730130195617676,0.41648679971694946,0.8338815569877625,0.8148148059844971
4,0.3559821546077728,0.517971932888031,0.844298243522644,0.8042327761650085
5,0.32924461364746094,0.4655810594558716,0.8519737124443054,0.7857142686843872
6,0.31034016609191895,0.47846344113349915,0.8667762875556946,0.8095238208770752
7,0.2940448522567749,0.43723875284194946,0.8766447305679321,0.8042327761650085
8,0.2787928283214569,0.44338446855545044,0.890350878238678,0.7883597612380981
9,0.2866863012313843,0.4507056772708893,0.8739035129547119,0.7830687761306763
10,0.2929709851741791,0.46409252285957336,0.875,0.7989417910575867
11,0.30083200335502625,0.43601202964782715,0.8733552694320679,0.8068783283233643
12,0.29320961236953735,0.47270089387893677,0.8815789222717285,0.7910053133964539
13,0.28828752040863037,0.4100341498851776,0.8859649300575256,0.8121693134307861
14,0.2886323630809784,0.44641798734664917,0.875548243522644,0.8095238208770752
15,0.29131177067756653,0.44577983021736145,0.8799341917037964,0.8068783283233643
