Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.4988774061203003,0.5027258396148682,0.750548243522644,0.7751322984695435
2,0.38206109404563904,0.4369092583656311,0.8300438523292542,0.7962962985038757
3,0.34879469871520996,0.43892768025398254,0.8366228342056274,0.8148148059844971
4,0.2909682095050812,0.4953938126564026,0.8760964870452881,0.7830687761306763
5,0.25018224120140076,0.43951404094696045,0.8991228342056274,0.7857142686843872
6,0.24045616388320923,0.4384070932865143,0.9046052694320679,0.7989417910575867
7,0.2348848134279251,0.44106513261795044,0.9040570259094238,0.7989417910575867
8,0.23354412615299225,0.44431012868881226,0.90625,0.7910053133964539
9,0.2338036447763443,0.44453737139701843,0.9117324352264404,0.7910053133964539
10,0.23569320142269135,0.4446712136268616,0.9078947305679321,0.7910053133964539
11,0.23540346324443817,0.44468212127685547,0.9073464870452881,0.7910053133964539
12,0.23345845937728882,0.4447099268436432,0.9089912176132202,0.7910053133964539
13,0.23471002280712128,0.4447336792945862,0.9078947305679321,0.7910053133964539
14,0.23249295353889465,0.44475722312927246,0.9100877046585083,0.7910053133964539
15,0.23175787925720215,0.4447680413722992,0.9089912176132202,0.7910053133964539
