Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.5028099417686462,0.5058470964431763,0.7516447305679321,0.7751322984695435
2,0.41221997141838074,0.5101211667060852,0.8086622953414917,0.7751322984695435
3,0.3840075135231018,0.5425580739974976,0.8305920958518982,0.7857142686843872
4,0.31984928250312805,0.5138388276100159,0.8585526347160339,0.7883597612380981
5,0.31096646189689636,0.5182240605354309,0.8711622953414917,0.7724867463111877
6,0.2975783050060272,0.5033852458000183,0.8717105388641357,0.7804232835769653
7,0.2867508828639984,0.49298787117004395,0.8739035129547119,0.7936508059501648
8,0.2903471887111664,0.5095321536064148,0.875548243522644,0.7989417910575867
9,0.29987651109695435,0.49164021015167236,0.8700658082962036,0.7936508059501648
10,0.2861241102218628,0.509880006313324,0.875548243522644,0.7989417910575867
11,0.29934075474739075,0.5093910694122314,0.8782894611358643,0.7857142686843872
12,0.28979480266571045,0.5304821133613586,0.8766447305679321,0.7645502686500549
13,0.285510390996933,0.5189542174339294,0.8843201994895935,0.7910053133964539
14,0.28537389636039734,0.5146023631095886,0.8837719559669495,0.7910053133964539
15,0.2948847711086273,0.5193333029747009,0.8645833134651184,0.7804232835769653
