Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.46464383602142334,0.49236825108528137,0.7768640518188477,0.8095238208770752
2,0.33177855610847473,0.48449480533599854,0.8547149300575256,0.8015872836112976
3,0.29502925276756287,0.5105695724487305,0.8667762875556946,0.817460298538208
4,0.2535898983478546,0.4762539267539978,0.8969298005104065,0.8253968358039856
5,0.2370004951953888,0.5317414999008179,0.9007675647735596,0.8121693134307861
6,0.23355691134929657,0.573026716709137,0.9095394611358643,0.8121693134307861
7,0.20843829214572906,0.5334773659706116,0.9100877046585083,0.8042327761650085
8,0.19170942902565002,0.5104522705078125,0.9237938523292542,0.8121693134307861
9,0.19227872788906097,0.5039262175559998,0.922149121761322,0.8121693134307861
10,0.19615818560123444,0.5376057028770447,0.9161184430122375,0.7962962985038757
11,0.18532779812812805,0.521180272102356,0.9265350699424744,0.8068783283233643
12,0.19131724536418915,0.521189272403717,0.9243420958518982,0.8068783283233643
13,0.1826758086681366,0.5307279825210571,0.9248903393745422,0.8068783283233643
14,0.185951367020607,0.5350684523582458,0.9226973652839661,0.8015872836112976
15,0.1926962435245514,0.5406930446624756,0.9144737124443054,0.8015872836112976
