Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.47975054383277893,0.6071599125862122,0.7587719559669495,0.7777777910232544
2,0.34762755036354065,0.5249356627464294,0.8514254093170166,0.8148148059844971
3,0.28694042563438416,0.5716823935508728,0.8760964870452881,0.7989417910575867
4,0.2654890716075897,0.5172207951545715,0.8837719559669495,0.820105791091919
5,0.27009037137031555,0.5092487931251526,0.8832237124443054,0.8227513432502747
6,0.23495206236839294,0.5535658597946167,0.9035087823867798,0.820105791091919
7,0.21326974034309387,0.5585211515426636,0.9122806787490845,0.8227513432502747
8,0.1989690661430359,0.5655507445335388,0.9133771657943726,0.8121693134307861
9,0.18598276376724243,0.5779238939285278,0.9287280440330505,0.8015872836112976
10,0.17963773012161255,0.5721759796142578,0.9254385828971863,0.820105791091919
11,0.18082787096500397,0.5544387698173523,0.9309210777282715,0.8121693134307861
12,0.1878472864627838,0.5815696716308594,0.9237938523292542,0.8042327761650085
13,0.18581092357635498,0.5644392371177673,0.9287280440330505,0.8121693134307861
14,0.16927877068519592,0.561409056186676,0.9353070259094238,0.8015872836112976
15,0.18389509618282318,0.5322312712669373,0.9314693212509155,0.8068783283233643
