Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.4717646837234497,0.5057883858680725,0.7702850699424744,0.7936508059501648
2,0.40699777007102966,0.5656396150588989,0.8081140518188477,0.761904776096344
3,0.35089191794395447,0.5713109970092773,0.8459429740905762,0.7645502686500549
4,0.328024685382843,0.5525299310684204,0.8618420958518982,0.7751322984695435
5,0.30959734320640564,0.5135489702224731,0.8623903393745422,0.7936508059501648
6,0.29684537649154663,0.5122937560081482,0.8662280440330505,0.7883597612380981
7,0.293150931596756,0.5069929361343384,0.8760964870452881,0.7936508059501648
8,0.2965766489505768,0.5019036531448364,0.874451756477356,0.7804232835769653
9,0.27989766001701355,0.5287769436836243,0.8782894611358643,0.7777777910232544
10,0.30193638801574707,0.500653862953186,0.8689693212509155,0.7830687761306763
11,0.2921728193759918,0.49124160408973694,0.8766447305679321,0.7883597612380981
12,0.29487642645835876,0.5222467184066772,0.8717105388641357,0.7910053133964539
13,0.2898832857608795,0.49159297347068787,0.8722587823867798,0.7883597612380981
14,0.2907940447330475,0.5138558745384216,0.874451756477356,0.7883597612380981
15,0.3027411103248596,0.5347280502319336,0.8711622953414917,0.7777777910232544
