Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.47364819049835205,0.48881736397743225,0.7631579041481018,0.8042327761650085
2,0.35111624002456665,0.4603925943374634,0.8404605388641357,0.820105791091919
3,0.3098224401473999,0.506054699420929,0.874451756477356,0.7989417910575867
4,0.29849615693092346,0.5660701394081116,0.8728070259094238,0.7989417910575867
5,0.2473626285791397,0.539709746837616,0.8958333134651184,0.7962962985038757
6,0.22571060061454773,0.5248902440071106,0.9073464870452881,0.8148148059844971
7,0.2267637848854065,0.5174702405929565,0.905701756477356,0.7989417910575867
8,0.21921052038669586,0.5149424076080322,0.9128289222717285,0.817460298538208
9,0.20748890936374664,0.5366323590278625,0.9106359481811523,0.7936508059501648
10,0.2227073311805725,0.5606580972671509,0.9078947305679321,0.8015872836112976
11,0.22346077859401703,0.5291610360145569,0.9073464870452881,0.8042327761650085
12,0.21393457055091858,0.5357391238212585,0.9194079041481018,0.8015872836112976
13,0.21111641824245453,0.5334089994430542,0.9172149300575256,0.8068783283233643
14,0.2211395800113678,0.5393893718719482,0.9117324352264404,0.7936508059501648
15,0.22272683680057526,0.5423269271850586,0.9139254093170166,0.8068783283233643
