Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.4698399007320404,0.44225284457206726,0.7763158082962036,0.817460298538208
2,0.36018505692481995,0.46637874841690063,0.8459429740905762,0.7962962985038757
3,0.31714266538619995,0.4406670033931732,0.8574561476707458,0.8068783283233643
4,0.2624416947364807,0.47641268372535706,0.8958333134651184,0.7883597612380981
5,0.2342006266117096,0.525940477848053,0.9024122953414917,0.7857142686843872
6,0.1807781457901001,0.5019508600234985,0.9303728342056274,0.7804232835769653
7,0.16150350868701935,0.49667373299598694,0.9396929740905762,0.7910053133964539
8,0.1539866179227829,0.49870118498802185,0.9440789222717285,0.7910053133964539
9,0.15297462046146393,0.49951809644699097,0.9424341917037964,0.7910053133964539
10,0.15151546895503998,0.4995434582233429,0.9446271657943726,0.7910053133964539
11,0.15276415646076202,0.49957504868507385,0.9413377046585083,0.7910053133964539
12,0.15211133658885956,0.49959591031074524,0.9451754093170166,0.7910053133964539
13,0.15190304815769196,0.4996039569377899,0.9435306787490845,0.7910053133964539
14,0.1513739973306656,0.4995819926261902,0.9451754093170166,0.7910053133964539
15,0.15188702940940857,0.49959105253219604,0.9468201994895935,0.7910053133964539
