Epoch,Training Loss,Validation Loss,Training Accuracy,Validation Accuracy
1,0.4499030113220215,0.9523616433143616,0.7933114171028137,0.7063491940498352
2,0.3153083622455597,0.5392028093338013,0.8612938523292542,0.7910053133964539
3,0.2962675988674164,0.4956096410751343,0.8711622953414917,0.820105791091919
4,0.25591281056404114,0.5971419215202332,0.8930920958518982,0.7962962985038757
5,0.24293343722820282,0.6397445797920227,0.8952850699424744,0.7751322984695435
6,0.20716068148612976,0.6330412030220032,0.9100877046585083,0.7830687761306763
7,0.2010965496301651,0.6071404218673706,0.9144737124443054,0.7777777910232544
8,0.1784801483154297,0.6412253379821777,0.9254385828971863,0.7751322984695435
9,0.19420123100280762,0.6186813712120056,0.922149121761322,0.7751322984695435
10,0.2029266059398651,0.5617219805717468,0.921600878238678,0.7910053133964539
11,0.20008890330791473,0.6119998097419739,0.9155701994895935,0.7936508059501648
12,0.18144263327121735,0.618001401424408,0.9265350699424744,0.7883597612380981
13,0.18422697484493256,0.575157880783081,0.9270833134651184,0.7989417910575867
14,0.18659333884716034,0.5879451036453247,0.9248903393745422,0.7804232835769653
15,0.18371960520744324,0.5777710676193237,0.9259868264198303,0.7883597612380981
